date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:45:33	25805/25805	---M--	200	added ('OK')	text/css	etag:%2264cd-5be259e369d40%22	http://kaffa.like-themes.com/wp-content/themes/kaffa/assets/css/bootstrap-grid.css?ver=1.0	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/themes/kaffa/assets/css/bootstrap-grid5152.css	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:34	17550/17550	---M--	200	added ('OK')	text/css	etag:%22448e-5be259e1818c0%22	http://kaffa.like-themes.com/wp-content/themes/kaffa/assets/css/plugins.css?ver=1.1.3	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/themes/kaffa/assets/css/pluginsc358.css	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:39	655132/655132	---M--	200	added ('OK')	text/css	etag:%229ff1c-615990cf7a600%22	http://kaffa.like-themes.com/wp-content/themes/kaffa/style.css?ver=1.1.3	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/themes/kaffa/stylec358.css	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:39	56590/56590	---M--	200	added ('OK')	text/css	etag:%22dd0e-5998043729680%22	http://kaffa.like-themes.com/wp-content/themes/kaffa/assets/fonts/font-awesome/css/all.min.css?ver=1.1.3	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/themes/kaffa/assets/fonts/font-awesome/css/all.minc358.css	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:41	16209/16209	---M--	200	added ('OK')	text/css	etag:%223f51-5a8104a407dcd%22	http://kaffa.like-themes.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.7.0	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min87e8.css	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:42	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-5a8104a3f936d%22	http://kaffa.like-themes.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=2.9.12	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/plugins/elementor/assets/lib/animations/animations.min5fac.css	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:42	108693/108693	---M--	200	added ('OK')	text/css	etag:%221a895-5be269da51956%22	http://kaffa.like-themes.com/wp-content/uploads/elementor/css/custom-frontend.min.css?ver=1616447946	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/elementor/css/custom-frontend.min1664.css	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:43	138/138	---M--	200	added ('OK')	text/css	etag:%228a-5be26b2b0a0cf%22	http://kaffa.like-themes.com/wp-content/uploads/elementor/css/global.css?ver=1616448299	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/elementor/css/global517e.css	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:43	17888/17888	---M--	200	added ('OK')	text/css	etag:%2245e0-5be2b4f4d2562%22	http://kaffa.like-themes.com/wp-content/uploads/elementor/css/post-15243.css?ver=1616468106	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/elementor/css/post-15243162c.css	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:44	6951/6951	---M--	200	added ('OK')	text/css	etag:%221b27-5513137627500%22	http://kaffa.like-themes.com/wp-content/themes/kaffa/assets/css/magnific-popup.css?ver=1.1.0	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/themes/kaffa/assets/css/magnific-popupf488.css	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:44	34399/34399	---M--	200	added ('OK')	text/css	etag:%22865f-5998043729680%22	http://kaffa.like-themes.com/wp-content/themes/kaffa/assets/fonts/font-awesome/css/v4-shims.min.css?ver=1.1.3	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/themes/kaffa/assets/fonts/font-awesome/css/v4-shims.minc358.css	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:46	1568/1568	---M--	200	added ('OK')	text/css	etag:%22620-5aaca437e0000%22	http://kaffa.like-themes.com/wp-content/themes/kaffa/assets/fontello/lte-kaffa-codes.css?ver=1.1.3	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/themes/kaffa/assets/fontello/lte-kaffa-codesc358.css	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:46	55753/55753	---M--	200	added ('OK')	text/css	etag:%22d9c9-5a8104a4000cd%22	http://kaffa.like-themes.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.12.0	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.minb683.css	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:47	668/668	---M--	200	added ('OK')	text/css	etag:%2229c-5a8104a3ff12d%22	http://kaffa.like-themes.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.12.0	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:49	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%222748-5a8102ff0616e%22	http://kaffa.like-themes.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:50	9276/9276	---M--	200	added ('OK')	application/javascript	etag:%22243c-5bc6914cb2980%22	http://kaffa.like-themes.com/wp-content/plugins/lte-ext/assets/js/jquery.paroller.js?ver=1.4.7	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/plugins/lte-ext/assets/js/jquery.paroller6dbf.js	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:51	9044/9044	---M--	200	added ('OK')	image/png	etag:%222354-5be269dc7a51d%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/cropped-favicon-100x100.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/cropped-favicon-100x100.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:52	15395/15395	---M--	200	added ('OK')	application/javascript	etag:%223c23-5be259e369d40%22	http://kaffa.like-themes.com/wp-content/themes/kaffa/assets/js/modernizr-2.6.2.min.js?ver=2.6.2	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/themes/kaffa/assets/js/modernizr-2.6.2.min61da.js	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:53	6896/6896	---M--	200	added ('OK')	image/png	etag:%221af0-5be269d1c3259%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/kaffa_logo_light_1x.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/kaffa_logo_light_1x.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:55	7087/7087	---M--	200	added ('OK')	image/png	etag:%221baf-5be269d1c3259%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/kaffa_logo_dark_1x.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/kaffa_logo_dark_1x.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:45:58	18328/18328	---M--	200	added ('OK')	image/png	etag:%224798-5be269d1c9fb9%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/slogan_01.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/slogan_01.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:46:01	15546/15546	---M--	200	added ('OK')	image/png	etag:%223cba-5be269d1c9fb9%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/slogan_02.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/slogan_02.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:46:01	96873/96873	---M--	200	added ('OK')	application/javascript	etag:%2217a69-5a81046e9242e%22	http://kaffa.like-themes.com/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-includes/js/jquery/jquery4a5f.js	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:46:01	62140/62140	---M--	200	added ('OK')	image/png	etag:%22f2bc-5be269dbc895a%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/cropped-favicon-300x300.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/cropped-favicon-300x300.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:46:04	16901/16901	---M--	200	added ('OK')	image/png	etag:%224205-5be269d1c9fb9%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/slogan_03.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/slogan_03.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:46:15	240839/240839	---M--	200	added ('OK')	image/jpeg	etag:%223acc7-5be269d1c22b9%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/inner_header_02.jpg	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/inner_header_02.jpg	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:46:19	18593/18593	---M--	200	added ('OK')	image/png	etag:%2248a1-5be26a7043725%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/01-1-110x110.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/01-1-110x110.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:46:22	17964/17964	---M--	200	added ('OK')	image/png	etag:%22462c-5be26a7064a65%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/02-1-110x110.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/02-1-110x110.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:46:26	19388/19388	---M--	200	added ('OK')	image/png	etag:%224bbc-5be26a7082ec6%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/03-1-110x110.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/03-1-110x110.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:46:29	17833/17833	---M--	200	added ('OK')	image/png	etag:%2245a9-5be26a70a4206%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/04-1-110x110.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/04-1-110x110.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:46:29	161063/161063	---M--	200	added ('OK')	image/jpeg	etag:%2227527-5be269d1cbef9%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/type_03.jpg	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/type_03.jpg	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:46:32	16729/16729	---M--	200	added ('OK')	image/png	etag:%224159-5be26a70c0726%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/05-1-110x110.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/05-1-110x110.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:46:33	19132/19132	---M--	200	added ('OK')	image/png	etag:%224abc-5be26a70dad07%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/06-1-110x110.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/06-1-110x110.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:46:35	18716/18716	---M--	200	added ('OK')	image/png	etag:%22491c-5be26a70f6287%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/07-110x110.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/07-110x110.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:46:36	18298/18298	---M--	200	added ('OK')	image/png	etag:%22477a-5be26a71127a7%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/08-110x110.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/08-110x110.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:46:53	324888/324888	---M--	200	added ('OK')	image/jpeg	etag:%224f518-5be269d1cbef9%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/type_01.jpg	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/type_01.jpg	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:47:17	249820/249820	---M--	200	added ('OK')	image/jpeg	etag:%223cfdc-5be269d1c3259%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/interior_03.jpg	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/interior_03.jpg	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:47:33	354923/354923	---M--	200	added ('OK')	image/jpeg	etag:%2256a6b-5be269d1c22b9%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/interior_01.jpg	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/interior_01.jpg	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:47:36	590400/590400	---M--	200	added ('OK')	image/jpeg	etag:%2290240-5be269d1cbef9%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/type_02.jpg	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/type_02.jpg	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:47:41	24951/24951	---M--	200	added ('OK')	image/png	etag:%226177-5be269d1d1cb9%22	http://kaffa.like-themes.com/wp-content/uploads/2020/07/black-leaf-2.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2020/07/black-leaf-2.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:47:44	14927/14927	---M--	200	added ('OK')	image/png	etag:%223a4f-5be269d1d1cb9%22	http://kaffa.like-themes.com/wp-content/uploads/2020/07/black-leaf-3.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2020/07/black-leaf-3.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:47:44	320430/320430	---M--	200	added ('OK')	image/jpeg	etag:%224e3ae-5be269d1c3259%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/interior_02.jpg	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/interior_02.jpg	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:47:45	78661/78661	---M--	200	added ('OK')	image/png	etag:%2213345-5be269d1d1cb9%22	http://kaffa.like-themes.com/wp-content/uploads/2020/07/black-leaf-1.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2020/07/black-leaf-1.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:47:56	243082/243082	---M--	200	added ('OK')	image/jpeg	etag:%223b58a-5be269d1c3259%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/interior_04.jpg	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/interior_04.jpg	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:47:58	170977/170977	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2004:47:56%20GMT	http://kaffa.like-themes.com/home-coffee-shop/?add-to-cart=15310	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/home-coffee-shop/index8d92.html	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:48:01	94584/94584	---M--	200	added ('OK')	image/jpeg	etag:%2217178-5be26ab781c90%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/product-black-02-480x682.jpg	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/product-black-02-480x682.jpg	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:48:03	170982/170982	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2004:48:01%20GMT	http://kaffa.like-themes.com/home-coffee-shop/?add-to-cart=15393	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/home-coffee-shop/index2f0e.html	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:48:12	85138/85138	---M--	200	added ('OK')	image/jpeg	etag:%2214c92-5be26ac0393cd%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/product-black-07-480x682.jpg	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/product-black-07-480x682.jpg	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:48:14	170977/170977	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2004:48:13%20GMT	http://kaffa.like-themes.com/home-coffee-shop/?add-to-cart=15392	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/home-coffee-shop/indexc978.html	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:48:18	88416/88416	---M--	200	added ('OK')	image/jpeg	etag:%2215960-5be26abe8b8c8%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/product-black-06-480x682.jpg	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/product-black-06-480x682.jpg	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:48:20	170972/170972	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2004:48:18%20GMT	http://kaffa.like-themes.com/home-coffee-shop/?add-to-cart=15388	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/home-coffee-shop/index7b18.html	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:48:23	236011/236011	---M--	200	added ('OK')	image/png	etag:%22399eb-5be269d1d2c59%22	http://kaffa.like-themes.com/wp-content/uploads/2020/07/black-machine.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2020/07/black-machine.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:48:26	170977/170977	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2004:48:24%20GMT	http://kaffa.like-themes.com/home-coffee-shop/?add-to-cart=15389	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/home-coffee-shop/index9ee3.html	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:48:29	85582/85582	---M--	200	added ('OK')	image/jpeg	etag:%2214e4e-5be26ac1cf7d3%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/product-black-08-480x682.jpg	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/product-black-08-480x682.jpg	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:48:31	170982/170982	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2004:48:29%20GMT	http://kaffa.like-themes.com/home-coffee-shop/?add-to-cart=15391	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/home-coffee-shop/indexea27.html	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:48:35	87352/87352	---M--	200	added ('OK')	image/jpeg	etag:%2215538-5be26ab92d856%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/product-black-03-480x682.jpg	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/product-black-03-480x682.jpg	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:48:37	170977/170977	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2004:48:35%20GMT	http://kaffa.like-themes.com/home-coffee-shop/?add-to-cart=15390	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/home-coffee-shop/index21fd.html	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:48:40	85456/85456	---M--	200	added ('OK')	image/jpeg	etag:%2214dd0-5be26abced7c2%22	http://kaffa.like-themes.com/wp-content/uploads/2019/06/product-black-05-480x682.jpg	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2019/06/product-black-05-480x682.jpg	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:48:41	351055/351055	---M--	200	added ('OK')	image/png	etag:%2255b4f-5be269d1d1cb9%22	http://kaffa.like-themes.com/wp-content/uploads/2020/07/black-coffee.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/uploads/2020/07/black-coffee.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:48:42	170977/170977	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2004:48:41%20GMT	http://kaffa.like-themes.com/home-coffee-shop/?add-to-cart=15309	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/home-coffee-shop/index7905.html	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:48:44	170982/170982	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202024%2004:48:42%20GMT	http://kaffa.like-themes.com/home-coffee-shop/?add-to-cart=15308	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/home-coffee-shop/indexd13a.html	(from http://kaffa.like-themes.com/home-coffee-shop/)
12:48:45	1799/1799	---M--	200	added ('OK')	image/png	etag:%22707-57a7f448bc840%22	http://kaffa.like-themes.com/wp-content/plugins/lt-custom/images/icon.png	C:/Users/INS-MS-058CARIE/Downloads/ahrome/kaffa.like-themes.com/wp-content/plugins/lt-custom/images/icon.png	(from http://kaffa.like-themes.com/home-coffee-shop/)
